"eventID","measurementType","measurementValue"
"0609","forb.veg.richness","31"
"0609","forb.veg.shannon","2.62"
"0609","forb.veg.simpson","8.96"
"0609","forb.veg.even","0.76"
"0609","ratio.invasive.grass.to.forbs","2.35"
"0437","litter","26.79"
"0437","litter.depth","6.5"
"0437","poapra","13.85"
"0437","broine","8.55"
"0437","forb.cover","63.92"
"0437","ave.forb.richness.quad","7.64"
"0437","max.forb.richness.quad","14"
"0437","forb.veg.richness","43"
"0437","forb.veg.shannon","3.1"
"0437","forb.veg.simpson","16.06"
"0437","forb.veg.even","0.82"
"0437","ratio.invasive.grass.to.forbs","0.35"
"0379","litter","40.34"
"0379","litter.depth","4.8"
"0379","poapra","30.07"
"0379","broine","21.59"
"0379","forb.cover","25.17"
"0379","ave.forb.richness.quad","2.7"
"0379","max.forb.richness.quad","8"
"0379","forb.veg.richness","26"
"0379","forb.veg.shannon","2.31"
"0379","forb.veg.simpson","6.47"
"0379","forb.veg.even","0.71"
"0379","ratio.invasive.grass.to.forbs","2.05"
"0615","litter","70.45"
"0615","litter.depth","2.15"
"0615","poapra","35.14"
"0615","broine","3.61"
"0615","forb.cover","25.78"
"0615","ave.forb.richness.quad","3.35"
"0615","max.forb.richness.quad","13"
"0615","forb.veg.richness","37"
"0615","forb.veg.shannon","2.42"
"0615","forb.veg.simpson","6.05"
"0615","forb.veg.even","0.67"
"0615","ratio.invasive.grass.to.forbs","1.5"
"0425","litter","22.43"
"0425","litter.depth","6.23"
"0425","poapra","22.2"
"0425","broine","16.15"
"0425","forb.cover","44.32"
"0425","ave.forb.richness.quad","3.77"
"0425","max.forb.richness.quad","9"
"0425","forb.veg.richness","31"
"0425","forb.veg.shannon","2.65"
"0425","forb.veg.simpson","10.25"
"0425","forb.veg.even","0.77"
"0425","ratio.invasive.grass.to.forbs","0.87"
"0459","litter","24.09"
"0459","litter.depth","1.62"
"0459","poapra","35.57"
"0459","broine","8.18"
"0459","forb.cover","20.3"
"0459","ave.forb.richness.quad","3.96"
"0459","max.forb.richness.quad","9"
"0459","forb.veg.richness","27"
"0459","forb.veg.shannon","2.49"
"0459","forb.veg.simpson","7.27"
"0459","forb.veg.even","0.75"
"0459","ratio.invasive.grass.to.forbs","2.15"
"0613","litter","28.89"
"0613","litter.depth","1.45"
"0613","poapra","16.42"
"0613","broine","33.21"
"0613","forb.cover","14.12"
"0613","ave.forb.richness.quad","1.59"
"0613","max.forb.richness.quad","3"
"0613","forb.veg.richness","7"
"0613","forb.veg.shannon","0.66"
"0613","forb.veg.simpson","1.52"
"0613","forb.veg.even","0.34"
"0613","ratio.invasive.grass.to.forbs","3.51"
"0335","litter","14.59"
"0335","litter.depth","5.77"
"0335","poapra","38.28"
"0335","broine","17.06"
"0335","forb.cover","31.22"
"0335","ave.forb.richness.quad","2.74"
"0335","max.forb.richness.quad","8"
"0335","forb.veg.richness","25"
"0335","forb.veg.shannon","1.76"
"0335","forb.veg.simpson","3.42"
"0335","forb.veg.even","0.55"
"0335","ratio.invasive.grass.to.forbs","1.77"
"0321","litter","47.43"
"0321","litter.depth","4.23"
"0321","poapra","1.79"
"0321","broine","0"
"0321","forb.cover","39.26"
"0321","ave.forb.richness.quad","2.7"
"0321","max.forb.richness.quad","7"
"0321","forb.veg.richness","20"
"0321","forb.veg.shannon","1.55"
"0321","forb.veg.simpson","3.12"
"0321","forb.veg.even","0.52"
"0321","ratio.invasive.grass.to.forbs","0.05"
"0557","litter","67.91"
"0557","litter.depth","3.38"
"0557","poapra","46.05"
"0557","broine","0.03"
"0557","forb.cover","50.2"
"0557","ave.forb.richness.quad","6.23"
"0557","max.forb.richness.quad","12"
"0557","forb.veg.richness","38"
"0557","forb.veg.shannon","2.85"
"0557","forb.veg.simpson","11.51"
"0557","forb.veg.even","0.78"
"0557","ratio.invasive.grass.to.forbs","0.92"
"0553","litter","66.49"
"0553","litter.depth","2.49"
"0553","poapra","24.22"
"0553","broine","21.86"
"0553","forb.cover","33.14"
"0553","ave.forb.richness.quad","3.92"
"0553","max.forb.richness.quad","16"
"0553","forb.veg.richness","47"
"0553","forb.veg.shannon","2.41"
"0553","forb.veg.simpson","4.69"
"0553","forb.veg.even","0.63"
"0553","ratio.invasive.grass.to.forbs","1.39"
"0621","litter","25.82"
"0621","litter.depth","0.17"
"0621","poapra","28.85"
"0621","broine","0"
"0621","forb.cover","22.84"
"0621","ave.forb.richness.quad","3.34"
"0621","max.forb.richness.quad","9"
"0621","forb.veg.richness","33"
"0621","forb.veg.shannon","2.4"
"0621","forb.veg.simpson","6.25"
"0621","forb.veg.even","0.69"
"0621","ratio.invasive.grass.to.forbs","1.26"
"0559","litter","83.18"
"0559","litter.depth","4.12"
"0559","poapra","53.99"
"0559","broine","0.41"
"0559","forb.cover","25.57"
"0559","ave.forb.richness.quad","3.88"
"0559","max.forb.richness.quad","12"
"0559","forb.veg.richness","35"
"0559","forb.veg.shannon","2.78"
"0559","forb.veg.simpson","11.29"
"0559","forb.veg.even","0.78"
"0559","ratio.invasive.grass.to.forbs","2.13"
"0491","litter","38.41"
"0491","litter.depth","1.31"
"0491","poapra","30.57"
"0491","broine","1.25"
"0491","forb.cover","33.85"
"0491","ave.forb.richness.quad","6.65"
"0491","max.forb.richness.quad","12"
"0491","forb.veg.richness","44"
"0491","forb.veg.shannon","2.73"
"0491","forb.veg.simpson","8.44"
"0491","forb.veg.even","0.72"
"0491","ratio.invasive.grass.to.forbs","0.94"
"0333","litter","13.72"
"0333","litter.depth","8.78"
"0333","poapra","20.37"
"0333","broine","23.24"
"0333","forb.cover","40.74"
"0333","ave.forb.richness.quad","3.64"
"0333","max.forb.richness.quad","8"
"0333","forb.veg.richness","35"
"0333","forb.veg.shannon","2.15"
"0333","forb.veg.simpson","5.71"
"0333","forb.veg.even","0.61"
"0333","ratio.invasive.grass.to.forbs","1.07"
"0533","litter","87.16"
"0533","litter.depth","3.36"
"0533","poapra","43.14"
"0533","broine","6.79"
"0533","forb.cover","38.45"
"0533","ave.forb.richness.quad","4.27"
"0533","max.forb.richness.quad","11"
"0533","forb.veg.richness","49"
"0533","forb.veg.shannon","2.62"
"0533","forb.veg.simpson","7.5"
"0533","forb.veg.even","0.67"
"0533","ratio.invasive.grass.to.forbs","1.3"
"0369","litter","43.22"
"0369","litter.depth","1.57"
"0369","poapra","26.39"
"0369","broine","0.98"
"0369","forb.cover","37.8"
"0369","ave.forb.richness.quad","4.61"
"0369","max.forb.richness.quad","9"
"0369","forb.veg.richness","37"
"0369","forb.veg.shannon","2.55"
"0369","forb.veg.simpson","8.55"
"0369","forb.veg.even","0.71"
"0369","ratio.invasive.grass.to.forbs","0.72"
"0489","litter","26.39"
"0489","litter.depth","1.77"
"0489","poapra","33.34"
"0489","broine","1.08"
"0489","forb.cover","36.45"
"0489","ave.forb.richness.quad","5.62"
"0489","max.forb.richness.quad","10"
"0489","forb.veg.richness","41"
"0489","forb.veg.shannon","2.82"
"0489","forb.veg.simpson","9.99"
"0489","forb.veg.even","0.76"
"0489","ratio.invasive.grass.to.forbs","0.94"
"0611","litter","57.97"
"0611","litter.depth","1.68"
"0611","poapra","25.14"
"0611","broine","4.76"
"0611","forb.cover","4.22"
"0611","ave.forb.richness.quad","1.07"
"0611","max.forb.richness.quad","5"
"0611","forb.veg.richness","20"
"0611","forb.veg.shannon","2.56"
"0611","forb.veg.simpson","9.22"
"0611","forb.veg.even","0.86"
"0611","ratio.invasive.grass.to.forbs","7.08"
"0423","litter","21.66"
"0423","litter.depth","8.16"
"0423","poapra","59.7"
"0423","broine","2.7"
"0423","forb.cover","33.92"
"0423","ave.forb.richness.quad","4.57"
"0423","max.forb.richness.quad","10"
"0423","forb.veg.richness","35"
"0423","forb.veg.shannon","2.41"
"0423","forb.veg.simpson","5.22"
"0423","forb.veg.even","0.68"
"0423","ratio.invasive.grass.to.forbs","1.84"
"0531","litter","59.59"
"0531","litter.depth","4.07"
"0531","poapra","25.03"
"0531","broine","3.31"
"0531","forb.cover","7.26"
"0531","ave.forb.richness.quad","0.84"
"0531","max.forb.richness.quad","5"
"0531","forb.veg.richness","13"
"0531","forb.veg.shannon","1.6"
"0531","forb.veg.simpson","3.62"
"0531","forb.veg.even","0.62"
"0531","ratio.invasive.grass.to.forbs","3.9"
"0431","litter","27.33"
"0431","litter.depth","1.42"
"0431","poapra","29.02"
"0431","broine","0.64"
"0431","forb.cover","76.08"
"0431","ave.forb.richness.quad","9.09"
"0431","max.forb.richness.quad","18"
"0431","forb.veg.richness","48"
"0431","forb.veg.shannon","3.07"
"0431","forb.veg.simpson","14.01"
"0431","forb.veg.even","0.79"
"0431","ratio.invasive.grass.to.forbs","0.39"
"0359","litter","52.16"
"0359","litter.depth","5.55"
"0359","poapra","16.05"
"0359","broine","2.3"
"0359","forb.cover","58.18"
"0359","ave.forb.richness.quad","6.46"
"0359","max.forb.richness.quad","12"
"0359","forb.veg.richness","37"
"0359","forb.veg.shannon","2.82"
"0359","forb.veg.simpson","12.37"
"0359","forb.veg.even","0.78"
"0359","ratio.invasive.grass.to.forbs","0.32"
"0567","litter","13.32"
"0567","litter.depth","0.39"
"0567","poapra","24.12"
"0567","broine","0.44"
"0567","forb.cover","23.51"
"0567","ave.forb.richness.quad","2.84"
"0567","max.forb.richness.quad","9"
"0567","forb.veg.richness","26"
"0567","forb.veg.shannon","2.44"
"0567","forb.veg.simpson","8.78"
"0567","forb.veg.even","0.75"
"0567","ratio.invasive.grass.to.forbs","1.04"
"0411","litter","17.03"
"0411","litter.depth","2.99"
"0411","poapra","50.74"
"0411","broine","0"
"0411","forb.cover","55.47"
"0411","ave.forb.richness.quad","6.28"
"0411","max.forb.richness.quad","13"
"0411","forb.veg.richness","36"
"0411","forb.veg.shannon","2.34"
"0411","forb.veg.simpson","5.36"
"0411","forb.veg.even","0.65"
"0411","ratio.invasive.grass.to.forbs","0.91"
"0355","litter","50.78"
"0355","litter.depth","1.91"
"0355","poapra","12.36"
"0355","broine","2.74"
"0355","forb.cover","31.89"
"0355","ave.forb.richness.quad","4.31"
"0355","max.forb.richness.quad","11"
"0355","forb.veg.richness","31"
"0355","forb.veg.shannon","2.86"
"0355","forb.veg.simpson","13.25"
"0355","forb.veg.even","0.83"
"0355","ratio.invasive.grass.to.forbs","0.47"
"0325","litter","30.74"
"0325","litter.depth","7.04"
"0325","poapra","18.31"
"0325","broine","34.83"
"0325","forb.cover","14.93"
"0325","ave.forb.richness.quad","2.23"
"0325","max.forb.richness.quad","6"
"0325","forb.veg.richness","27"
"0325","forb.veg.shannon","2.45"
"0325","forb.veg.simpson","8.47"
"0325","forb.veg.even","0.74"
"0325","ratio.invasive.grass.to.forbs","3.56"
"0377","litter","32.26"
"0377","litter.depth","8.01"
"0377","poapra","29.53"
"0377","broine","38.89"
"0377","forb.cover","31.11"
"0377","ave.forb.richness.quad","4.14"
"0377","max.forb.richness.quad","11"
"0377","forb.veg.richness","32"
"0377","forb.veg.shannon","2.63"
"0377","forb.veg.simpson","9.53"
"0377","forb.veg.even","0.76"
"0377","ratio.invasive.grass.to.forbs","2.2"
"0465","litter","40.71"
"0465","litter.depth","0.76"
"0465","poapra","33.65"
"0465","broine","2.06"
"0465","forb.cover","8.92"
"0465","ave.forb.richness.quad","2.05"
"0465","max.forb.richness.quad","9"
"0465","forb.veg.richness","25"
"0465","forb.veg.shannon","2.42"
"0465","forb.veg.simpson","6.69"
"0465","forb.veg.even","0.75"
"0465","ratio.invasive.grass.to.forbs","4"
"0513","litter","61.85"
"0513","litter.depth","4.43"
"0513","poapra","45.96"
"0513","broine","14.71"
"0513","forb.cover","39.63"
"0513","ave.forb.richness.quad","3.73"
"0513","max.forb.richness.quad","13"
"0513","forb.veg.richness","53"
"0513","forb.veg.shannon","2.81"
"0513","forb.veg.simpson","9.2"
"0513","forb.veg.even","0.71"
"0513","ratio.invasive.grass.to.forbs","1.53"
"0407","litter","21.11"
"0407","litter.depth","5.49"
"0407","poapra","10.07"
"0407","broine","1.62"
"0407","forb.cover","39.02"
"0407","ave.forb.richness.quad","3.97"
"0407","max.forb.richness.quad","8"
"0407","forb.veg.richness","33"
"0407","forb.veg.shannon","2.64"
"0407","forb.veg.simpson","9.62"
"0407","forb.veg.even","0.75"
"0407","ratio.invasive.grass.to.forbs","0.3"
"0499","litter","41.96"
"0499","litter.depth","1.34"
"0499","poapra","34.46"
"0499","broine","1.76"
"0499","forb.cover","30.81"
"0499","ave.forb.richness.quad","5.35"
"0499","max.forb.richness.quad","10"
"0499","forb.veg.richness","33"
"0499","forb.veg.shannon","2.56"
"0499","forb.veg.simpson","7.98"
"0499","forb.veg.even","0.73"
"0499","ratio.invasive.grass.to.forbs","1.18"
"0603","litter","32.74"
"0603","litter.depth","0.72"
"0603","poapra","32.03"
"0603","broine","4.16"
"0603","forb.cover","21.35"
"0603","ave.forb.richness.quad","3.92"
"0603","max.forb.richness.quad","9"
"0603","forb.veg.richness","41"
"0603","forb.veg.shannon","2.94"
"0603","forb.veg.simpson","10.99"
"0603","forb.veg.even","0.79"
"0603","ratio.invasive.grass.to.forbs","1.69"
"0601","litter","45.27"
"0601","litter.depth","0.56"
"0601","poapra","26.55"
"0601","broine","1.82"
"0601","forb.cover","9.05"
"0601","ave.forb.richness.quad","2.3"
"0601","max.forb.richness.quad","7"
"0601","forb.veg.richness","36"
"0601","forb.veg.shannon","2.89"
"0601","forb.veg.simpson","9.77"
"0601","forb.veg.even","0.81"
"0601","ratio.invasive.grass.to.forbs","3.13"
"0573","litter","28.28"
"0573","litter.depth","1.15"
"0573","poapra","22.5"
"0573","broine","2.06"
"0573","forb.cover","19.39"
"0573","ave.forb.richness.quad","3.43"
"0573","max.forb.richness.quad","11"
"0573","forb.veg.richness","38"
"0573","forb.veg.shannon","2.62"
"0573","forb.veg.simpson","7.65"
"0573","forb.veg.even","0.72"
"0573","ratio.invasive.grass.to.forbs","1.27"
"0607","litter","18.58"
"0607","litter.depth","0.64"
"0607","poapra","15.74"
"0607","broine","0"
"0607","forb.cover","29.16"
"0607","ave.forb.richness.quad","4.35"
"0607","max.forb.richness.quad","12"
"0607","forb.veg.richness","38"
"0607","forb.veg.shannon","3.01"
"0607","forb.veg.simpson","12.41"
"0607","forb.veg.even","0.83"
"0607","ratio.invasive.grass.to.forbs","0.54"
"0591","litter","26.49"
"0591","litter.depth","5.66"
"0591","poapra","25.3"
"0591","broine","18.04"
"0591","forb.cover","48.34"
"0591","ave.forb.richness.quad","5.69"
"0591","max.forb.richness.quad","10"
"0591","forb.veg.richness","35"
"0591","forb.veg.shannon","2.46"
"0591","forb.veg.simpson","6.62"
"0591","forb.veg.even","0.69"
"0591","ratio.invasive.grass.to.forbs","0.9"
"0451","litter","72.13"
"0451","litter.depth","3.5"
"0451","poapra","12.33"
"0451","broine","46.62"
"0451","forb.cover","46.82"
"0451","ave.forb.richness.quad","2.65"
"0451","max.forb.richness.quad","5"
"0451","forb.veg.richness","13"
"0451","forb.veg.shannon","1.31"
"0451","forb.veg.simpson","2.58"
"0451","forb.veg.even","0.51"
"0451","ratio.invasive.grass.to.forbs","1.26"
"0605","litter","21.08"
"0605","litter.depth","1.11"
"0605","poapra","16.52"
"0605","broine","0.91"
"0605","forb.cover","40.07"
"0605","ave.forb.richness.quad","6.47"
"0605","max.forb.richness.quad","12"
"0605","forb.veg.richness","48"
"0605","forb.veg.shannon","3.16"
"0605","forb.veg.simpson","15.39"
"0605","forb.veg.even","0.82"
"0605","ratio.invasive.grass.to.forbs","0.44"
"0585","litter","20.17"
"0585","litter.depth","3.11"
"0585","poapra","15.37"
"0585","broine","21.55"
"0585","forb.cover","39.05"
"0585","ave.forb.richness.quad","2.12"
"0585","max.forb.richness.quad","7"
"0585","forb.veg.richness","29"
"0585","forb.veg.shannon","2.29"
"0585","forb.veg.simpson","6.31"
"0585","forb.veg.even","0.68"
"0585","ratio.invasive.grass.to.forbs","0.95"
"0337","litter","55.27"
"0337","litter.depth","2.61"
"0337","poapra","37.13"
"0337","broine","4.32"
"0337","forb.cover","51.32"
"0337","ave.forb.richness.quad","8.23"
"0337","max.forb.richness.quad","16"
"0337","forb.veg.richness","47"
"0337","forb.veg.shannon","2.89"
"0337","forb.veg.simpson","10.44"
"0337","forb.veg.even","0.75"
"0337","ratio.invasive.grass.to.forbs","0.81"
"0473","litter","15.3"
"0473","litter.depth","5.49"
"0473","poapra","26.59"
"0473","broine","31.11"
"0473","forb.cover","27.94"
"0473","ave.forb.richness.quad","4.81"
"0473","max.forb.richness.quad","10"
"0473","forb.veg.richness","33"
"0473","forb.veg.shannon","2.49"
"0473","forb.veg.simpson","6.01"
"0473","forb.veg.even","0.71"
"0473","ratio.invasive.grass.to.forbs","2.07"
"0501","litter","16.28"
"0501","litter.depth","5.8"
"0501","poapra","3.61"
"0501","broine","17.91"
"0501","forb.cover","33.45"
"0501","ave.forb.richness.quad","2.45"
"0501","max.forb.richness.quad","6"
"0501","forb.veg.richness","22"
"0501","forb.veg.shannon","1.95"
"0501","forb.veg.simpson","4.52"
"0501","forb.veg.even","0.63"
"0501","ratio.invasive.grass.to.forbs","0.64"
"0495","litter","10.64"
"0495","litter.depth","4.07"
"0495","poapra","57.03"
"0495","broine","3.58"
"0495","forb.cover","33.48"
"0495","ave.forb.richness.quad","3.36"
"0495","max.forb.richness.quad","6"
"0495","forb.veg.richness","33"
"0495","forb.veg.shannon","2.61"
"0495","forb.veg.simpson","9.61"
"0495","forb.veg.even","0.75"
"0495","ratio.invasive.grass.to.forbs","1.81"
"0547","litter","78.48"
"0547","litter.depth","2.07"
"0547","poapra","24.59"
"0547","broine","9.16"
"0547","forb.cover","22.67"
"0547","ave.forb.richness.quad","3.84"
"0547","max.forb.richness.quad","10"
"0547","forb.veg.richness","40"
"0547","forb.veg.shannon","2.86"
"0547","forb.veg.simpson","10.57"
"0547","forb.veg.even","0.78"
"0547","ratio.invasive.grass.to.forbs","1.49"
"0327","litter","61.59"
"0327","litter.depth","6.49"
"0327","poapra","23.45"
"0327","broine","7.43"
"0327","forb.cover","22.8"
"0327","ave.forb.richness.quad","3.01"
"0327","max.forb.richness.quad","6"
"0327","forb.veg.richness","24"
"0327","forb.veg.shannon","2.35"
"0327","forb.veg.simpson","7.23"
"0327","forb.veg.even","0.74"
"0327","ratio.invasive.grass.to.forbs","1.35"
"0345","litter","62.06"
"0345","litter.depth","6.49"
"0345","poapra","20.34"
"0345","broine","30.78"
"0345","forb.cover","9.8"
"0345","ave.forb.richness.quad","1.86"
"0345","max.forb.richness.quad","7"
"0345","forb.veg.richness","25"
"0345","forb.veg.shannon","2.43"
"0345","forb.veg.simpson","7.86"
"0345","forb.veg.even","0.75"
"0345","ratio.invasive.grass.to.forbs","5.22"
"0463","litter","17.74"
"0463","litter.depth","2.3"
"0463","poapra","38.68"
"0463","broine","3.04"
"0463","forb.cover","36.39"
"0463","ave.forb.richness.quad","5.57"
"0463","max.forb.richness.quad","13"
"0463","forb.veg.richness","53"
"0463","forb.veg.shannon","2.9"
"0463","forb.veg.simpson","10.04"
"0463","forb.veg.even","0.73"
"0463","ratio.invasive.grass.to.forbs","1.15"
"0595","litter","33.08"
"0595","litter.depth","1.31"
"0595","poapra","31.08"
"0595","broine","2.03"
"0595","forb.cover","18.92"
"0595","ave.forb.richness.quad","2.68"
"0595","max.forb.richness.quad","7"
"0595","forb.veg.richness","36"
"0595","forb.veg.shannon","1.89"
"0595","forb.veg.simpson","2.72"
"0595","forb.veg.even","0.53"
"0595","ratio.invasive.grass.to.forbs","1.75"
"0597","litter","31.52"
"0597","litter.depth","1.55"
"0597","poapra","40.27"
"0597","broine","0.07"
"0597","forb.cover","17.6"
"0597","ave.forb.richness.quad","3.5"
"0597","max.forb.richness.quad","7"
"0597","forb.veg.richness","32"
"0597","forb.veg.shannon","2.21"
"0597","forb.veg.simpson","4.14"
"0597","forb.veg.even","0.64"
"0597","ratio.invasive.grass.to.forbs","2.29"
"0593","litter","20.54"
"0593","litter.depth","3.18"
"0593","poapra","31.15"
"0593","broine","0.1"
"0593","forb.cover","27.36"
"0593","ave.forb.richness.quad","3.3"
"0593","max.forb.richness.quad","9"
"0593","forb.veg.richness","40"
"0593","forb.veg.shannon","2.66"
"0593","forb.veg.simpson","7.43"
"0593","forb.veg.even","0.72"
"0593","ratio.invasive.grass.to.forbs","1.14"
"0599","litter","17.53"
"0599","litter.depth","1.38"
"0599","poapra","57.7"
"0599","broine","15.64"
"0599","forb.cover","5.95"
"0599","ave.forb.richness.quad","0.92"
"0599","max.forb.richness.quad","4"
"0599","forb.veg.richness","15"
"0599","forb.veg.shannon","1.59"
"0599","forb.veg.simpson","2.58"
"0599","forb.veg.even","0.59"
"0599","ratio.invasive.grass.to.forbs","12.34"
"0483","litter","37.77"
"0483","litter.depth","3.84"
"0483","poapra","8.51"
"0483","broine","43.99"
"0483","forb.cover","12.94"
"0483","ave.forb.richness.quad","1.2"
"0483","max.forb.richness.quad","5"
"0483","forb.veg.richness","13"
"0483","forb.veg.shannon","1.82"
"0483","forb.veg.simpson","4.14"
"0483","forb.veg.even","0.71"
"0483","ratio.invasive.grass.to.forbs","4.06"
"0339","litter","56.76"
"0339","litter.depth","2.12"
"0339","poapra","51.99"
"0339","broine","0"
"0339","forb.cover","34.59"
"0339","ave.forb.richness.quad","5.46"
"0339","max.forb.richness.quad","12"
"0339","forb.veg.richness","45"
"0339","forb.veg.shannon","2.42"
"0339","forb.veg.simpson","4.57"
"0339","forb.veg.even","0.64"
"0339","ratio.invasive.grass.to.forbs","1.5"
"0455","litter","62.03"
"0455","litter.depth","3.16"
"0455","poapra","36.82"
"0455","broine","11.28"
"0455","forb.cover","27.5"
"0455","ave.forb.richness.quad","5.11"
"0455","max.forb.richness.quad","12"
"0455","forb.veg.richness","46"
"0455","forb.veg.shannon","3.23"
"0455","forb.veg.simpson","17.62"
"0455","forb.veg.even","0.84"
"0455","ratio.invasive.grass.to.forbs","1.75"
"0375","litter","22.09"
"0375","litter.depth","6.78"
"0375","poapra","11.15"
"0375","broine","11.42"
"0375","forb.cover","28.95"
"0375","ave.forb.richness.quad","2.91"
"0375","max.forb.richness.quad","6"
"0375","forb.veg.richness","17"
"0375","forb.veg.shannon","2.07"
"0375","forb.veg.simpson","6.16"
"0375","forb.veg.even","0.73"
"0375","ratio.invasive.grass.to.forbs","0.78"
"0395","litter","23.28"
"0395","litter.depth","5.05"
"0395","poapra","10.61"
"0395","broine","0.37"
"0395","forb.cover","37.74"
"0395","ave.forb.richness.quad","5.18"
"0395","max.forb.richness.quad","11"
"0395","forb.veg.richness","25"
"0395","forb.veg.shannon","2.64"
"0395","forb.veg.simpson","11.56"
"0395","forb.veg.even","0.82"
"0395","ratio.invasive.grass.to.forbs","0.29"
"0507","litter","83.18"
"0507","litter.depth","3"
"0507","poapra","7.8"
"0507","broine","13.85"
"0507","forb.cover","29.59"
"0507","ave.forb.richness.quad","2.34"
"0507","max.forb.richness.quad","10"
"0507","forb.veg.richness","32"
"0507","forb.veg.shannon","1.94"
"0507","forb.veg.simpson","3.39"
"0507","forb.veg.even","0.56"
"0507","ratio.invasive.grass.to.forbs","0.73"
"0511","litter","18.45"
"0511","litter.depth","3.55"
"0511","poapra","17.09"
"0511","broine","2.53"
"0511","forb.cover","28.51"
"0511","ave.forb.richness.quad","3.51"
"0511","max.forb.richness.quad","9"
"0511","forb.veg.richness","31"
"0511","forb.veg.shannon","2.16"
"0511","forb.veg.simpson","4.69"
"0511","forb.veg.even","0.63"
"0511","ratio.invasive.grass.to.forbs","0.69"
"0385","litter","23.04"
"0385","litter.depth","2.69"
"0385","poapra","21.55"
"0385","broine","46.66"
"0385","forb.cover","27.57"
"0385","ave.forb.richness.quad","3.73"
"0385","max.forb.richness.quad","10"
"0385","forb.veg.richness","27"
"0385","forb.veg.shannon","2.59"
"0385","forb.veg.simpson","10.12"
"0385","forb.veg.even","0.79"
"0385","ratio.invasive.grass.to.forbs","2.47"
"0627","litter","25.54"
"0627","litter.depth","4.5"
"0627","poapra","36.49"
"0627","broine","29.76"
"0627","forb.cover","15.27"
"0627","ave.forb.richness.quad","2.78"
"0627","max.forb.richness.quad","8"
"0627","forb.veg.richness","35"
"0627","forb.veg.shannon","2.94"
"0627","forb.veg.simpson","13.72"
"0627","forb.veg.even","0.83"
"0627","ratio.invasive.grass.to.forbs","4.34"
"0433","litter","16.79"
"0433","litter.depth","2.76"
"0433","poapra","31.08"
"0433","broine","27.67"
"0433","forb.cover","46.28"
"0433","ave.forb.richness.quad","6.5"
"0433","max.forb.richness.quad","12"
"0433","forb.veg.richness","39"
"0433","forb.veg.shannon","2.89"
"0433","forb.veg.simpson","9.32"
"0433","forb.veg.even","0.79"
"0433","ratio.invasive.grass.to.forbs","1.27"
"0479","litter","45.79"
"0479","litter.depth","1.18"
"0479","poapra","35.3"
"0479","broine","9.7"
"0479","forb.cover","30.24"
"0479","ave.forb.richness.quad","5.32"
"0479","max.forb.richness.quad","11"
"0479","forb.veg.richness","40"
"0479","forb.veg.shannon","2.59"
"0479","forb.veg.simpson","7.82"
"0479","forb.veg.even","0.7"
"0479","ratio.invasive.grass.to.forbs","1.49"
"0471","litter","15.1"
"0471","litter.depth","2.11"
"0471","poapra","37.87"
"0471","broine","18.89"
"0471","forb.cover","14.83"
"0471","ave.forb.richness.quad","3.18"
"0471","max.forb.richness.quad","10"
"0471","forb.veg.richness","42"
"0471","forb.veg.shannon","3.08"
"0471","forb.veg.simpson","13.77"
"0471","forb.veg.even","0.82"
"0471","ratio.invasive.grass.to.forbs","3.83"
"0331","litter","24.29"
"0331","litter.depth","4.95"
"0331","poapra","14.32"
"0331","broine","40.14"
"0331","forb.cover","28.92"
"0331","ave.forb.richness.quad","4.19"
"0331","max.forb.richness.quad","10"
"0331","forb.veg.richness","35"
"0331","forb.veg.shannon","2.79"
"0331","forb.veg.simpson","10.99"
"0331","forb.veg.even","0.79"
"0331","ratio.invasive.grass.to.forbs","1.88"
"0323","litter","58.75"
"0323","litter.depth","5.23"
"0323","poapra","27.97"
"0323","broine","12.26"
"0323","forb.cover","26.96"
"0323","ave.forb.richness.quad","3.46"
"0323","max.forb.richness.quad","11"
"0323","forb.veg.richness","34"
"0323","forb.veg.shannon","2.63"
"0323","forb.veg.simpson","7.89"
"0323","forb.veg.even","0.75"
"0323","ratio.invasive.grass.to.forbs","1.49"
"0503","litter","26.08"
"0503","litter.depth","3.84"
"0503","poapra","25.81"
"0503","broine","5.34"
"0503","forb.cover","30.34"
"0503","ave.forb.richness.quad","3.16"
"0503","max.forb.richness.quad","8"
"0503","forb.veg.richness","19"
"0503","forb.veg.shannon","2.14"
"0503","forb.veg.simpson","5.78"
"0503","forb.veg.even","0.73"
"0503","ratio.invasive.grass.to.forbs","1.03"
"0319","litter","34.46"
"0319","litter.depth","1.78"
"0319","poapra","9.22"
"0319","broine","6.79"
"0319","forb.cover","17.06"
"0319","ave.forb.richness.quad","3.3"
"0319","max.forb.richness.quad","7"
"0319","forb.veg.richness","40"
"0319","forb.veg.shannon","2.86"
"0319","forb.veg.simpson","11.04"
"0319","forb.veg.even","0.78"
"0319","ratio.invasive.grass.to.forbs","0.94"
"0401","litter","20.84"
"0401","litter.depth","4.99"
"0401","poapra","37.36"
"0401","broine","22.09"
"0401","forb.cover","46.05"
"0401","ave.forb.richness.quad","5.27"
"0401","max.forb.richness.quad","11"
"0401","forb.veg.richness","48"
"0401","forb.veg.shannon","2.91"
"0401","forb.veg.simpson","9.85"
"0401","forb.veg.even","0.75"
"0401","ratio.invasive.grass.to.forbs","1.29"
"0403","litter","19.49"
"0403","litter.depth","4.82"
"0403","poapra","16.96"
"0403","broine","20.54"
"0403","forb.cover","43.78"
"0403","ave.forb.richness.quad","5.31"
